1	0
0.971489	0.0277075
0.900143	0.0492035
0.813739	0.0582496
0.5798	0.0722348
0.123427	0.0335121
0	0
0	0
0	0
0.699762	0.063123
0.487498	0.0659262
0.316175	0.0619706
0.178919	0.0501674
0.113295	0.0370854
0.05956	0.0288467
0	0
0	0
0.0836124	0.0280259
0.0718866	0.0249255
0.05732	0.021696
0	0
0	0
0.0183098	0.012842
0	0
0	0
0.0569311	0.0250443
0	0
0	0
0	0
0.189488	0.0494165
0.152996	0.0428245
0	0
0.107388	0.034581
0	0
0	0
0	0
0.177316	0.0485569
0	0
0	0
0.48853	0.079581
0.372287	0.076733
0	0
0	0
0	0
0.733671	0.0654347
0.64744	0.0756052
0.527503	0.0795004
0	0
0	0
0	0
0.480131	0.0753513
0.324926	0.066681
0	0
0.221387	0.0627194
0	0
0	0
0	0
0	0
0	0
