1	0
0.971187	0.0271089
0.894006	0.0502025
0.804849	0.0589451
0.578275	0.0732322
0.121886	0.0330143
0	0
0	0
0	0
0.690517	0.0641485
0.483371	0.0665782
0.313497	0.0615307
0.177103	0.0494165
0.112108	0.0364383
0.0588484	0.0284456
0	0
0	0
0.0827571	0.027574
0.0712568	0.0248354
0.0570509	0.021574
0	0
0	0
0.0182857	0.0130364
0	0
0	0
0.0564369	0.0247038
0	0
0	0
0	0
0.18797	0.0494886
0.151948	0.04266
0	0
0.106664	0.0342995
0	0
0	0
0	0
0.176766	0.0487939
0	0
0	0
0.481747	0.0792305
0.364311	0.0753715
0	0
0	0
0	0
0.731976	0.0660204
0.648102	0.0754096
0.529172	0.0798019
0	0
0	0
0	0
0.476914	0.0756113
0.322934	0.0665785
0	0
0.219556	0.062542
0	0
0	0
0	0
0	0
0	0
