1	0
0.971426	0.0272388
0.914291	0.0418355
0.825514	0.0587145
0.552803	0.0911117
0.0993193	0.0386781
0	0
0	0
0	0
0.729244	0.0655546
0.53379	0.0748836
0.383089	0.0748042
0.256741	0.0685902
0.185931	0.0595326
0.109917	0.0509289
0	0
0	0
0.13954	0.0491807
0.118433	0.0452946
0.0879619	0.0400312
0	0
0	0
0.0373645	0.024925
0	0
0	0
0.0939484	0.0456245
0	0
0	0
0	0
0.207837	0.0673111
0.150367	0.0565809
0	0
0.0855263	0.0406666
0	0
0	0
0	0
0.202688	0.0637749
0	0
0	0
0.522656	0.0911238
0.419126	0.0944442
0	0
0	0
0	0
0.756574	0.0619256
0.676084	0.0749907
0.536059	0.0854734
0	0
0	0
0	0
0.548297	0.0760992
0.413255	0.0787483
0	0
0.290275	0.0769999
0	0
0	0
0	0
0	0
0.667106	0.108591
0	0
0	0
