1	0
0.968213	0.0304025
0.911479	0.042006
0.833095	0.0543658
0.594874	0.0799839
0.117364	0.0395344
0	0
0	0
0	0
0.740926	0.0612867
0.545768	0.0735199
0.393675	0.0736408
0.25658	0.069107
0.179984	0.0596308
0.105681	0.0499416
0	0
0	0
0.13262	0.0493516
0.112242	0.0446651
0.0797722	0.0388744
0	0
0	0
0.0363898	0.024713
0	0
0	0
0.0897355	0.0445573
0	0
0	0
0	0
0.225907	0.0672377
0.168507	0.0578073
0	0
0.104416	0.0434465
0	0
0	0
0	0
0.20557	0.0637297
0	0
0	0
0.539251	0.0863938
0.437987	0.0889192
0	0
0	0
0	0
0.749926	0.0637833
0.669148	0.0788348
0.52758	0.0901917
0	0
0	0
0	0
0.53974	0.0761403
0.413592	0.076856
0	0
0.285058	0.0756876
0	0
0	0
0	0
0	0
0.672738	0.10666
0	0
0	0
