1	0
0.969449	0.0299429
0.883244	0.052988
0.798346	0.0613107
0.555851	0.0748667
0.114267	0.0335397
0	0
0	0
0	0
0.685106	0.0659231
0.462874	0.070223
0.303774	0.0648463
0.186797	0.0549061
0.126893	0.0448182
0.0724359	0.0353292
0	0
0	0
0.0928203	0.0351444
0.079421	0.0315957
0.0584671	0.0268583
0	0
0	0
0.0251567	0.0168736
0	0
0	0
0.063488	0.0303894
0	0
0	0
0	0
0.156039	0.0501079
0.112303	0.0415239
0	0
0.0654622	0.0298859
0	0
0	0
0	0
0.152304	0.0459554
0	0
0	0
0.496166	0.0793715
0.383811	0.0782121
0	0
0	0
0	0
0.725427	0.0677201
0.632927	0.0795566
0.501307	0.083125
0	0
0	0
0	0
0.49287	0.0741387
0.34446	0.0684549
0	0
0.246214	0.0660612
0	0
0	0
0	0
0	0
0	0
