1	0
0.96769	0.0300318
0.884101	0.0512911
0.797516	0.0613196
0.554368	0.0752837
0.11314	0.0338372
0	0
0	0
0	0
0.685777	0.0653826
0.464173	0.0698769
0.302434	0.0645818
0.185533	0.0536431
0.124061	0.0431451
0.0705148	0.0344372
0	0
0	0
0.090677	0.0340062
0.077462	0.030378
0.0571478	0.0262054
0	0
0	0
0.0247512	0.0164567
0	0
0	0
0.0621995	0.0298098
0	0
0	0
0	0
0.156508	0.0498063
0.11312	0.0415488
0	0
0.0659822	0.0300606
0	0
0	0
0	0
0.153861	0.0464146
0	0
0	0
0.493618	0.0799204
0.382385	0.0772083
0	0
0	0
0	0
0.72716	0.0667783
0.63332	0.0764769
0.504874	0.0808954
0	0
0	0
0	0
0.493881	0.0748855
0.344262	0.0685882
0	0
0.246835	0.0658085
0	0
0	0
0	0
0	0
0	0
