1	0
0.96902	0.0304885
0.889045	0.0520623
0.801686	0.0621429
0.554041	0.0756402
0.114022	0.0338798
0	0
0	0
0	0
0.686289	0.0665608
0.462996	0.0703145
0.302833	0.0656899
0.18587	0.0550144
0.125139	0.0444895
0.0711177	0.035552
0	0
0	0
0.0914344	0.0346776
0.0781912	0.0310794
0.0574841	0.0263706
0	0
0	0
0.0249407	0.0168001
0	0
0	0
0.0629464	0.0303161
0	0
0	0
0	0
0.156068	0.0503983
0.112684	0.0414549
0	0
0.0660039	0.0303274
0	0
0	0
0	0
0.153147	0.0468228
0	0
0	0
0.495474	0.079207
0.382128	0.0770033
0	0
0	0
0	0
0.728784	0.0660824
0.636339	0.0779359
0.508783	0.0832871
0	0
0	0
0	0
0.494827	0.0749052
0.34496	0.0685361
0	0
0.245687	0.0660993
0	0
0	0
0	0
0	0
0	0
