1	0
0.96834	0.0300444
0.885471	0.052351
0.797421	0.0628638
0.54168	0.0763035
0.102872	0.0304939
0	0
0	0
0	0
0.68585	0.0666423
0.471586	0.0683292
0.309876	0.0638918
0.186765	0.0534953
0.122872	0.0431431
0.0705405	0.0343494
0	0
0	0
0.0880073	0.033883
0.0740265	0.0301518
0.0524694	0.02594
0	0
0	0
0.0238009	0.0160809
0	0
0	0
0.0583954	0.029757
0	0
0	0
0	0
0.168424	0.0500165
0.125482	0.0418059
0	0
0.0787711	0.031342
0	0
0	0
0	0
0.164577	0.0465498
0	0
0	0
0.4871	0.0797881
0.373311	0.0764373
0	0
0	0
0	0
0.729996	0.0669875
0.640714	0.0777262
0.513379	0.0833974
0	0
0	0
0	0
0.487517	0.0751805
0.338332	0.0674977
0	0
0.242876	0.0637643
0	0
0	0
0	0
0	0
0	0
