1	0
0.969839	0.0291877
0.884909	0.0523873
0.792997	0.0636792
0.515977	0.0805039
0.0956808	0.0316578
0	0
0	0
0	0
0.682563	0.0668763
0.46896	0.0692044
0.306953	0.0653876
0.191092	0.0553338
0.130899	0.0452627
0.0748996	0.0361322
0	0
0	0
0.0965753	0.0357491
0.08144	0.032206
0.0602754	0.0273289
0	0
0	0
0.0259624	0.0176628
0	0
0	0
0.0629159	0.0320561
0	0
0	0
0	0
0.159541	0.0510226
0.115389	0.042061
0	0
0.0676963	0.0309912
0	0
0	0
0	0
0.164252	0.0482118
0	0
0	0
0.483281	0.0809009
0.37029	0.0786591
0	0
0	0
0	0
0.726418	0.066564
0.635543	0.0759886
0.506829	0.079743
0	0
0	0
0	0
0.488967	0.0768479
0.33492	0.0698337
0	0
0.240108	0.0652154
0	0
0	0
0	0
0	0
0	0
