1	0
0.968985	0.0307683
0.882598	0.0532849
0.787714	0.0640182
0.51194	0.0808051
0.0941378	0.0305825
0	0
0	0
0	0
0.677728	0.0672527
0.464346	0.0682527
0.3034	0.0631189
0.187885	0.0535776
0.127871	0.043577
0.0738739	0.0351675
0	0
0	0
0.0941438	0.0342733
0.0796828	0.0310584
0.0590663	0.0263748
0	0
0	0
0.0253078	0.0168013
0	0
0	0
0.061051	0.0309031
0	0
0	0
0	0
0.157696	0.048979
0.11429	0.0407816
0	0
0.0670674	0.0301612
0	0
0	0
0	0
0.162226	0.046656
0	0
0	0
0.480219	0.0814484
0.366383	0.0781073
0	0
0	0
0	0
0.725221	0.066623
0.636185	0.0763203
0.508277	0.0809573
0	0
0	0
0	0
0.487821	0.0756136
0.33463	0.0700064
0	0
0.239279	0.0654982
0	0
0	0
0	0
0	0
0	0
