1	0
0.968719	0.0308828
0.911924	0.0429129
0.834392	0.0534935
0.611338	0.0779902
0.133802	0.0444423
0	0
0	0
0	0
0.740805	0.0618932
0.535434	0.0750858
0.38246	0.0756005
0.254337	0.0688551
0.180277	0.0597541
0.104708	0.0500037
0	0
0	0
0.134441	0.0491566
0.115142	0.0443144
0.0849894	0.0385213
0	0
0	0
0.0370104	0.0245588
0	0
0	0
0.0944381	0.0439442
0	0
0	0
0	0
0.208566	0.0677382
0.148842	0.0573047
0	0
0.0846898	0.0409383
0	0
0	0
0	0
0.187164	0.0618534
0	0
0	0
0.544873	0.0852026
0.444713	0.0880647
0	0
0	0
0	0
0.750836	0.0630885
0.666668	0.0781384
0.527489	0.0915748
0	0
0	0
0	0
0.545398	0.0753798
0.421012	0.0774622
0	0
0.28896	0.0756953
0	0
0	0
0	0
0	0
0.680293	0.107764
0	0
0	0
