1	0
0.971165	0.0278663
0.917188	0.0408796
0.839639	0.0537343
0.627918	0.072065
0.142098	0.0438665
0	0
0	0
0	0
0.739655	0.0607261
0.53695	0.0712219
0.385528	0.0712592
0.231989	0.0627871
0.153269	0.049953
0.0812141	0.0404916
0	0
0	0
0.113754	0.0388642
0.097653	0.0345897
0.0778414	0.0304825
0	0
0	0
0.0246569	0.0174616
0	0
0	0
0.0778585	0.0345842
0	0
0	0
0	0
0.243853	0.0621036
0.197561	0.0545333
0	0
0.138315	0.04515
0	0
0	0
0	0
0.200066	0.062892
0	0
0	0
0.537129	0.0877291
0.436524	0.0899334
0	0
0	0
0	0
0.750113	0.0622968
0.671756	0.0745192
0.539925	0.0825718
0	0
0	0
0	0
0.541621	0.0738846
0.412091	0.0772034
0	0
0.269114	0.0772095
0	0
0	0
0	0
0	0
0.653327	0.105285
0	0
0	0
