1	0
0.973528	0.0254685
0.919745	0.0389925
0.839922	0.0526606
0.629513	0.0730661
0.142755	0.0430505
0	0
0	0
0	0
0.742071	0.0602381
0.540096	0.0708356
0.384536	0.0707968
0.232854	0.0636519
0.152459	0.0502182
0.0806958	0.0405343
0	0
0	0
0.112932	0.0389094
0.0970248	0.0347437
0.0771743	0.0300314
0	0
0	0
0.0247945	0.0181728
0	0
0	0
0.0783879	0.0348157
0	0
0	0
0	0
0.244943	0.0625201
0.198752	0.0549631
0	0
0.139528	0.0453281
0	0
0	0
0	0
0.203938	0.0613446
0	0
0	0
0.534049	0.0868535
0.434136	0.0886389
0	0
0	0
0	0
0.75589	0.0617959
0.676369	0.0739166
0.540225	0.0829781
0	0
0	0
0	0
0.543925	0.0747214
0.414539	0.0772944
0	0
0.269634	0.0764671
0	0
0	0
0	0
0	0
0.659844	0.106032
0	0
0	0
